code,mark,id
ethics,80,2776
systems,57,1617
european cinema,47,2276
european cinema,78,2766
orgo,88,1902
bio,97,2717
ai,96,2804
ceramics,1,548
greatbooks,49,1396
bio,71,2859
ai,13,518
geometry,52,380
greatbooks,53,1999
orgo,13,2958
ceramics,19,892
ceramics,55,873
ai,49,1831
orgo,5,3206
ceramics,2,432
geometry,12,2478
ceramics,10,1884
orgo,41,3283
ethics,90,1559
systems,65,2382
orgo,96,2366
ai,90,2624
softdev,44,266
greatbooks,89,90
bio,93,118
geometry,33,1119
ethics,34,558
greatbooks,9,3003
orgo,36,2758
softdev,52,1496
ai,50,1928
ceramics,63,1010
ethics,59,3240
european cinema,58,684
ai,67,56
ai,5,2694
geometry,92,315
bio,76,696
greatbooks,50,2311
european cinema,46,1072
softdev,86,1612
european cinema,87,3270
softdev,67,300
greatbooks,79,2969
ai,7,2224
bio,37,538
greatbooks,36,591
orgo,93,2832
european cinema,61,773
european cinema,45,2628
greatbooks,80,982
ethics,47,942
ceramics,79,1988
ai,49,1040
geometry,5,3163
ai,15,2541
ai,12,1647
ethics,44,360
ceramics,92,1287
geometry,3,505
ceramics,82,1310
systems,12,1717
ethics,84,200
orgo,29,665
geometry,86,1648
greatbooks,4,1837
orgo,8,456
european cinema,35,2837
ceramics,94,3221
ethics,65,859
greatbooks,18,841
geometry,14,1316
european cinema,15,237
ethics,26,759
ceramics,50,510
bio,54,2488
softdev,20,559
geometry,64,1272
bio,78,2196
ethics,32,3232
ceramics,50,104
greatbooks,28,2038
ceramics,93,532
european cinema,67,2184
orgo,58,909
ceramics,19,2297
greatbooks,54,62
ai,56,542
geometry,27,416
systems,94,2554
geometry,12,1142
geometry,84,1365
ethics,91,1739
geometry,74,2345
european cinema,72,931
ethics,75,2843
geometry,51,1069
geometry,81,897
geometry,18,2399
ethics,46,275
bio,32,770
greatbooks,20,30
softdev,30,1991
orgo,94,1482
softdev,86,2128
geometry,10,1663
softdev,86,2402
geometry,37,48
geometry,90,710
systems,85,2690
systems,66,1246
greatbooks,70,1645
ceramics,88,1881
orgo,43,817
ceramics,24,2933
systems,4,482
orgo,20,16
orgo,51,675
systems,21,805
ethics,22,1705
geometry,45,75
softdev,22,1993
european cinema,91,1505
ethics,63,1625
systems,17,1277
bio,98,1702
ai,57,418
bio,3,1505
geometry,10,1175
ceramics,71,2601
ai,3,3051
greatbooks,0,918
softdev,44,1593
bio,49,1474
european cinema,90,833
greatbooks,72,2547
ceramics,74,2647
greatbooks,95,2724
systems,0,1631
orgo,16,3152
ceramics,91,480
softdev,87,377
european cinema,7,2959
systems,61,6
ai,60,1087
geometry,5,1182
geometry,2,2716
ceramics,52,1401
european cinema,14,641
geometry,28,1382
european cinema,55,1749
bio,97,2343
geometry,93,548
ai,3,630
geometry,30,1868
european cinema,26,2241
bio,82,982
geometry,76,1340
bio,41,648
ai,40,2650
orgo,38,526
greatbooks,48,799
orgo,29,1897
softdev,33,2086
orgo,16,3036
systems,10,2579
greatbooks,2,851
ceramics,77,1170
ai,98,3075
european cinema,13,349
ai,57,977
ceramics,81,2720
softdev,76,2041
softdev,16,1747
ai,21,2940
softdev,5,1780
geometry,34,665
orgo,65,2565
geometry,22,504
systems,3,2778
systems,58,1393
greatbooks,0,2249
softdev,52,1160
greatbooks,41,2476
european cinema,62,2489
ethics,55,2547
systems,53,565
softdev,62,1032
softdev,21,2176
systems,95,3265
greatbooks,88,1152
systems,84,2477
systems,77,1375
orgo,1,1077
ai,4,1863
greatbooks,8,961
european cinema,72,503
greatbooks,85,3283
european cinema,72,2802
ai,98,696
bio,55,5
ethics,26,1761
ai,57,757
geometry,66,119
geometry,50,661
ethics,46,289
greatbooks,85,644
european cinema,27,1162
bio,46,721
greatbooks,3,2976
ethics,32,1268
ethics,29,674
softdev,21,1647
ceramics,55,1515
greatbooks,99,2118
geometry,50,1049
systems,89,1328
orgo,88,979
bio,34,2902
european cinema,16,3190
systems,2,693
greatbooks,51,2341
european cinema,86,3245
ceramics,84,1765
ceramics,8,1426
softdev,40,320
orgo,44,2037
ethics,2,1873
bio,99,2699
geometry,87,1511
orgo,21,195
ai,13,731
orgo,15,1062
european cinema,73,624
ai,83,673
greatbooks,63,3209
ethics,22,718
european cinema,85,973
ai,24,618
softdev,27,629
bio,2,1859
softdev,78,462
orgo,61,2356
geometry,44,847
ceramics,95,3074
greatbooks,28,37
greatbooks,21,3104
systems,17,2923
bio,89,2782
orgo,17,859
geometry,98,1587
softdev,2,1897
ceramics,3,2550
bio,87,2436
systems,81,2230
orgo,36,308
european cinema,90,428
ethics,38,639
ceramics,45,2020
ceramics,56,2951
ceramics,59,1993
orgo,60,2953
bio,21,1161
geometry,62,2663
greatbooks,76,2615
european cinema,31,3061
ceramics,50,1614
ethics,25,2814
greatbooks,10,2483
greatbooks,54,88
european cinema,39,1167
orgo,46,1982
ethics,15,1989
orgo,23,1060
orgo,54,2273
systems,56,989
ethics,3,2960
softdev,6,252
orgo,55,2138
ethics,2,1728
greatbooks,46,484
ai,84,234
ceramics,79,2312
greatbooks,78,2350
bio,72,3243
orgo,94,926
ai,15,3122
bio,14,1528
bio,37,1330
systems,68,1928
softdev,41,880
orgo,42,426
european cinema,70,487
softdev,96,1770
ai,64,2439
greatbooks,21,768
bio,70,126
bio,76,2653
bio,64,2545
ai,14,3193
ai,62,1263
greatbooks,21,3010
ai,35,3023
ethics,93,1727
ceramics,8,2754
ceramics,31,131
systems,5,1627
ethics,89,2676
european cinema,39,1533
softdev,44,2704
softdev,60,3171
orgo,41,364
ai,85,469
greatbooks,46,3247
ceramics,43,989
greatbooks,34,1705
orgo,37,49
ethics,29,1637
orgo,50,511
systems,94,2396
greatbooks,24,429
european cinema,35,1994
orgo,62,2106
systems,97,1636
bio,14,1864
geometry,50,239
bio,52,1310
softdev,58,1767
systems,8,2831
bio,52,871
greatbooks,73,2821
softdev,86,2792
greatbooks,98,2307
greatbooks,58,1329
ethics,28,417
greatbooks,1,58
european cinema,77,286
softdev,68,1436
orgo,25,2873
ai,29,1228
european cinema,84,255
greatbooks,17,132
bio,53,1523
greatbooks,73,3206
geometry,54,222
greatbooks,89,384
geometry,18,1628
softdev,58,3141
ethics,73,2305
bio,59,1509
orgo,30,466
ceramics,90,2964
ai,93,1133
greatbooks,18,637
greatbooks,11,1098
european cinema,20,1398
systems,81,2177
ceramics,57,1198
geometry,30,1517
systems,60,2820
ceramics,36,2853
ethics,34,1106
ai,28,231
ai,78,1377
ceramics,29,1838
european cinema,15,2973
geometry,40,1118
geometry,79,1225
orgo,18,1561
european cinema,70,3067
european cinema,7,3056
geometry,25,2043
geometry,49,3001
european cinema,26,2165
ceramics,3,637
bio,8,242
geometry,1,891
geometry,67,1283
ethics,39,3160
softdev,52,3052
systems,24,1532
european cinema,72,1458
softdev,21,2143
geometry,30,2786
ceramics,56,2068
systems,75,1926
ceramics,58,1757
bio,6,1329
bio,33,100
ai,79,2647
european cinema,65,1741
systems,22,1892
orgo,98,1048
european cinema,74,2895
bio,24,673
geometry,96,3129
bio,54,442
geometry,53,790
systems,95,658
ceramics,18,1797
bio,4,2101
european cinema,80,1309
ceramics,57,3176
ceramics,89,534
bio,24,2853
geometry,59,1043
ai,55,2537
ethics,73,2465
softdev,64,1038
orgo,89,583
greatbooks,87,2109
ethics,25,1273
ceramics,67,2575
orgo,20,1423
softdev,22,3254
bio,56,3093
orgo,85,409
orgo,58,2208
orgo,31,361
bio,24,1667
geometry,66,347
orgo,6,2952
softdev,85,2558
bio,71,864
orgo,93,262
bio,74,2961
bio,20,2735
softdev,97,3072
greatbooks,27,3092
ethics,2,564
ceramics,100,3135
softdev,29,2305
european cinema,13,412
bio,31,209
orgo,35,2089
european cinema,86,2697
ceramics,38,962
geometry,98,1521
ethics,48,1398
softdev,31,1152
geometry,27,822
softdev,51,1907
greatbooks,33,2879
bio,60,2266
ai,27,2801
softdev,36,1395
bio,86,2634
greatbooks,92,3161
softdev,92,693
european cinema,75,1247
softdev,36,2838
geometry,80,969
orgo,24,1143
european cinema,45,269
greatbooks,8,3297
bio,75,2464
greatbooks,96,2886
bio,96,3228
greatbooks,99,1765
orgo,92,1194
softdev,70,1670
greatbooks,4,61
european cinema,32,2964
softdev,4,2978
geometry,82,1602
greatbooks,14,1948
ceramics,14,3086
geometry,46,1401
bio,61,1155
ai,70,1762
greatbooks,20,997
ai,0,619
bio,21,1409
ceramics,36,938
european cinema,96,511
ceramics,91,1943
ethics,92,77
ceramics,6,269
european cinema,15,1914
geometry,45,2304
systems,55,1705
european cinema,36,1137
ceramics,0,2750
systems,68,1576
softdev,3,851
softdev,66,3252
softdev,79,636
ceramics,9,1137
softdev,47,814
bio,58,1413
geometry,12,1917
ceramics,34,3015
european cinema,12,1436
ai,55,9
orgo,49,1678
bio,53,2622
orgo,46,2404
european cinema,94,2925
softdev,12,1254
greatbooks,57,1389
orgo,47,911
geometry,63,2721
systems,88,2547
ethics,67,526
european cinema,64,975
ai,30,1550
bio,43,1847
softdev,58,1722
bio,5,925
ethics,79,2541
systems,81,2932
softdev,84,1095
greatbooks,56,1775
orgo,58,312
bio,32,1288
systems,56,2083
greatbooks,55,267
ceramics,93,1750
ethics,57,1370
softdev,4,3189
softdev,49,146
greatbooks,33,2967
ceramics,77,306
bio,2,3078
softdev,84,343
softdev,90,2746
geometry,12,1544
bio,6,2113
greatbooks,58,2612
ethics,34,814
bio,3,241
systems,18,1550
ethics,20,778
european cinema,57,1983
softdev,50,358
geometry,99,3117
greatbooks,73,205
bio,22,1498
orgo,58,10
bio,8,623
orgo,52,2756
greatbooks,31,1434
softdev,81,758
geometry,62,2700
softdev,62,2941
systems,99,1908
european cinema,68,1813
systems,26,916
geometry,85,791
systems,43,3223
geometry,39,1422
softdev,56,2715
ceramics,3,1740
geometry,97,2795
ethics,62,2613
ethics,44,1124
softdev,85,139
ai,78,1072
ethics,12,2213
geometry,85,719
orgo,86,714
systems,39,1965
orgo,52,1538
ceramics,10,1595
systems,91,208
ethics,42,796
ai,44,1421
geometry,55,1991
softdev,83,3149
european cinema,60,1449
ethics,85,338
ethics,84,579
softdev,53,2800
softdev,65,2938
systems,19,2714
orgo,11,22
ethics,6,2207
european cinema,88,1126
geometry,79,1947
ai,58,641
orgo,44,2225
orgo,46,1105
orgo,15,1435
softdev,74,1273
greatbooks,32,1611
ai,60,2134
ceramics,31,2806
orgo,70,2885
ceramics,42,2215
ethics,30,340
softdev,82,2201
ceramics,26,756
geometry,26,1288
ai,72,227
orgo,45,1579
ethics,94,1082
ceramics,78,3047
european cinema,57,2112
orgo,92,2336
systems,56,2485
geometry,77,1693
ai,61,1414
geometry,15,196
geometry,3,1914
ceramics,67,105
ceramics,57,1519
european cinema,76,284
softdev,74,2945
bio,61,1691
ethics,87,1060
systems,72,2782
ai,22,852
ai,85,2571
ethics,37,3171
orgo,75,1804
european cinema,68,1417
european cinema,67,2878
systems,89,2340
ceramics,15,2624
bio,59,1593
geometry,54,1291
ethics,2,3194
ethics,73,978
greatbooks,46,2233
bio,92,1829
ethics,90,1601
ceramics,13,900
bio,6,12
greatbooks,93,2259
ethics,49,95
european cinema,22,173
softdev,72,85
softdev,89,2864
systems,65,421
ai,7,1198
ethics,7,3173
ai,100,2776
systems,23,1552
ceramics,50,2669
systems,54,2721
softdev,75,2034
systems,47,532
european cinema,73,2320
ceramics,73,717
ceramics,66,795
european cinema,2,2230
ai,47,2941
european cinema,20,1296
european cinema,38,2875
greatbooks,2,1560
ai,28,2356
bio,50,1670
ai,38,1242
orgo,48,973
bio,61,2252
ceramics,100,829
greatbooks,100,2470
orgo,40,2652
geometry,53,2852
geometry,88,2275
ceramics,28,1775
softdev,25,1999
ethics,39,1666
ethics,55,2562
greatbooks,2,2651
orgo,85,1697
greatbooks,55,1391
geometry,20,676
ai,19,237
greatbooks,87,882
bio,5,1219
bio,74,832
european cinema,98,2965
ethics,89,1855
greatbooks,49,1810
greatbooks,45,922
european cinema,15,789
greatbooks,40,1983
ethics,100,1732
ceramics,3,789
greatbooks,23,238
systems,51,740
bio,19,1431
ethics,0,2184
systems,34,2928
geometry,2,1048
orgo,68,351
softdev,26,2910
bio,26,1234
ceramics,57,1828
european cinema,3,1156
geometry,66,1204
systems,63,3272
ai,15,2732
european cinema,51,272
bio,21,1867
orgo,65,2318
european cinema,26,466
systems,80,2241
ethics,95,682
orgo,48,655
ai,93,1255
greatbooks,59,125
geometry,82,2585
ceramics,71,3051
systems,21,209
ethics,58,1459
geometry,86,241
ceramics,26,1011
softdev,0,2876
ceramics,34,2724
bio,93,2128
greatbooks,84,427
ceramics,10,266
ai,13,2396
ethics,100,1910
ethics,49,2478
european cinema,60,2835
bio,85,1927
ethics,19,1134
systems,34,182
systems,6,3156
softdev,17,776
systems,86,1314
ethics,95,1419
greatbooks,21,482
geometry,18,2604
ceramics,59,55
greatbooks,13,347
softdev,31,2189
ethics,34,2582
ceramics,7,2562
ai,53,215
bio,47,2043
ai,91,2672
european cinema,10,2737
orgo,16,3121
orgo,80,875
softdev,98,1768
bio,44,1603
systems,87,1575
european cinema,68,2994
greatbooks,65,2318
ai,40,833
ethics,11,3166
european cinema,4,2490
ethics,5,1562
geometry,40,341
ai,80,2662
ethics,56,2338
ai,53,2713
systems,76,2015
geometry,59,1962
geometry,69,3063
bio,8,1064
bio,78,2069
european cinema,29,1715
ceramics,14,3294
systems,13,1996
ceramics,83,1236
systems,52,87
geometry,90,1624
softdev,42,2758
ai,48,758
ethics,44,2373
ethics,42,2323
orgo,93,2783
european cinema,44,1938
geometry,11,114
ceramics,61,98
orgo,93,805
ceramics,21,2701
bio,7,1278
bio,43,2454
geometry,35,2791
ceramics,4,331
greatbooks,21,312
orgo,76,2238
geometry,81,988
systems,5,1867
softdev,73,89
softdev,5,2071
softdev,48,770
greatbooks,100,2202
greatbooks,66,3023
geometry,47,273
greatbooks,29,3162
bio,87,2005
geometry,17,2575
greatbooks,54,1544
ceramics,28,2654
softdev,24,2572
geometry,54,2516
european cinema,83,421
european cinema,47,3127
ethics,83,1485
softdev,46,1557
systems,10,176
bio,95,80
european cinema,62,1769
ai,0,1155
ceramics,17,2937
ai,96,1208
ai,58,79
systems,58,1384
ceramics,65,2452
greatbooks,38,2421
ai,74,1547
ceramics,45,2953
greatbooks,62,3120
greatbooks,11,1903
ethics,26,3064
greatbooks,5,954
greatbooks,100,85
ai,18,2466
geometry,89,680
systems,51,1513
ceramics,32,135
bio,30,2874
orgo,5,1329
bio,86,494
ethics,10,940
european cinema,21,2442
systems,80,2978
ai,19,718
bio,47,164
bio,77,2313
softdev,50,816
ethics,33,257
bio,25,1863
greatbooks,34,2182
ceramics,29,2757
orgo,11,3196
systems,2,1810
greatbooks,49,3241
greatbooks,78,3090
orgo,25,1192
ceramics,64,2657
ceramics,51,96
bio,62,1971
geometry,62,1504
systems,16,945
greatbooks,86,2506
ethics,6,2684
ai,67,2914
greatbooks,59,3144
orgo,94,2595
softdev,32,2252
ceramics,35,403
bio,86,2363
bio,98,2911
systems,44,1362
orgo,61,2778
geometry,5,2058
ethics,77,268
geometry,84,2758
bio,39,2663
european cinema,65,2203
softdev,91,508
ethics,67,1141
softdev,0,60
bio,65,557
geometry,5,391
greatbooks,32,255
ceramics,60,57
ai,12,3292
greatbooks,67,1298
geometry,42,706
systems,52,1477
ceramics,50,1853
european cinema,87,369
ai,97,543
greatbooks,54,3094
softdev,4,1576
european cinema,24,3099
orgo,34,983
bio,12,1885
ethics,94,3244
ai,92,960
european cinema,26,2695
ceramics,56,3190
orgo,10,1463
greatbooks,35,893
ceramics,98,1749
geometry,45,1136
systems,92,3254
ceramics,76,1486
bio,30,2037
ceramics,95,451
orgo,80,2868
systems,59,2056
greatbooks,49,1864
greatbooks,23,2810
softdev,33,209
ethics,21,2772
bio,43,2181
systems,83,2229
ceramics,38,635
softdev,49,931
orgo,61,1427
geometry,2,2196
ethics,87,785
ceramics,58,1816
geometry,62,1577
softdev,53,1280
ethics,98,1902
european cinema,36,1928
ethics,74,2212
european cinema,45,917
greatbooks,41,1060
ai,87,2564
systems,0,1851
ethics,91,1376
ceramics,92,2787
greatbooks,62,1690
systems,80,1331
ai,75,1851
orgo,78,978
european cinema,39,1227
ai,38,20
systems,62,2020
ceramics,77,2584
european cinema,78,2290
ceramics,45,1274
ethics,53,3288
orgo,79,1555
ceramics,28,143
geometry,54,2092
orgo,15,2146
ceramics,39,1238
greatbooks,83,76
geometry,100,2303
greatbooks,17,1567
greatbooks,55,849
ceramics,68,3178
orgo,61,2160
geometry,20,2817
orgo,28,467
ethics,23,1088
geometry,50,236
systems,3,2838
bio,34,2391
systems,73,1659
softdev,2,867
greatbooks,15,503
ceramics,34,1691
european cinema,14,2380
geometry,86,576
bio,29,2065
systems,56,356
ceramics,67,2625
softdev,73,3000
ceramics,42,559
orgo,50,1643
european cinema,86,1421
european cinema,20,2180
softdev,98,1781
ethics,13,729
softdev,36,2414
european cinema,42,3027
ai,31,2846
softdev,100,1567
ethics,32,1493
orgo,61,1031
ceramics,22,680
orgo,20,3220
greatbooks,18,977
orgo,8,1076
european cinema,3,1555
ceramics,78,1573
softdev,31,2874
ethics,54,2473
orgo,48,1424
systems,85,581
orgo,79,1247
european cinema,50,1093
systems,6,741
systems,71,3058
systems,60,2781
orgo,94,1495
ethics,95,3135
bio,37,1381
ethics,40,2691
geometry,44,1221
ethics,71,2988
softdev,87,640
orgo,36,2685
geometry,26,2246
geometry,18,2351
greatbooks,37,1884
ethics,79,1593
orgo,20,427
ceramics,9,3252
orgo,67,2271
bio,60,2034
geometry,40,375
ceramics,71,2241
greatbooks,97,1614
european cinema,97,1601
ethics,72,1634
greatbooks,77,1503
ai,23,1888
greatbooks,81,3197
softdev,11,2926
greatbooks,79,947
greatbooks,66,2409
geometry,57,821
ethics,10,1283
ethics,48,1393
ethics,61,2889
ceramics,66,1092
orgo,62,2074
orgo,76,2002
systems,69,746
greatbooks,33,662
ethics,51,2087
softdev,42,2629
orgo,17,1608
bio,16,2399
geometry,42,739
systems,21,1543
ceramics,88,632
ai,92,1645
systems,84,898
softdev,19,2002
greatbooks,3,6
bio,17,2
greatbooks,59,143
european cinema,5,995
orgo,96,350
systems,84,2709
softdev,13,2442
orgo,42,436
softdev,17,223
geometry,99,1691
european cinema,7,2289
geometry,44,1760
european cinema,17,2256
orgo,36,1121
softdev,38,741
geometry,46,1723
ai,65,87
ai,69,1292
geometry,4,1728
ai,77,2432
ethics,76,3285
ceramics,15,2222
ceramics,30,2867
greatbooks,19,1259
european cinema,35,3179
systems,22,250
geometry,86,713
ai,83,3256
ethics,49,607
ceramics,17,787
geometry,24,2784
ceramics,67,80
geometry,35,2253
ai,4,1396
ceramics,73,1699
orgo,91,2803
bio,9,1628
bio,65,266
geometry,80,943
systems,33,2914
geometry,98,3072
systems,84,1776
orgo,38,315
systems,51,199
ai,0,77
systems,51,3147
european cinema,20,1577
softdev,1,429
bio,51,42
ceramics,36,3095
ai,95,104
ceramics,59,766
systems,90,1628
european cinema,32,120
ethics,69,1234
softdev,5,946
softdev,40,1921
bio,62,687
ceramics,63,3299
softdev,16,1055
geometry,83,136
systems,23,655
ceramics,61,2410
ethics,4,142
ai,59,1419
bio,42,2318
european cinema,77,3256
ceramics,91,1840
european cinema,29,1266
ceramics,72,2319
geometry,98,3017
bio,78,333
orgo,33,2201
ai,94,2250
european cinema,21,1097
greatbooks,98,1166
softdev,8,77
systems,72,94
bio,88,509
systems,85,1033
ceramics,12,2445
ceramics,97,2678
orgo,42,2532
european cinema,56,305
ethics,31,243
ethics,23,1836
ceramics,16,2776
european cinema,94,105
systems,89,2512
softdev,50,1476
ethics,32,2533
european cinema,40,929
ethics,22,2756
ai,61,439
softdev,99,1198
systems,0,411
systems,53,2333
ethics,24,2994
ai,5,2459
systems,69,1710
geometry,40,240
ai,17,1434
ethics,96,2504
geometry,100,1799
geometry,52,3259
ethics,35,1354
ceramics,9,2959
geometry,78,3283
ethics,83,1875
european cinema,1,1036
softdev,83,1997
systems,65,1203
systems,100,2638
ethics,26,2654
softdev,91,3239
softdev,56,2702
ceramics,65,1193
orgo,26,523
softdev,41,2035
geometry,63,1381
bio,93,918
ai,80,3283
ceramics,1,3293
greatbooks,54,1538
ethics,75,2946
bio,33,3
greatbooks,55,2276
ai,46,2210
ai,50,838
ethics,90,1729
ai,22,1470
orgo,96,2763
bio,98,647
ai,100,2434
ethics,1,2458
geometry,18,2670
ceramics,10,438
orgo,50,3163
greatbooks,55,1086
ceramics,89,218
bio,77,1083
european cinema,55,1082
bio,21,3232
ethics,94,3094
ceramics,65,2640
european cinema,47,3144
greatbooks,51,1010
systems,78,1549
geometry,12,510
european cinema,70,2893
geometry,16,2404
bio,47,1704
ceramics,57,292
greatbooks,15,1212
ceramics,15,3177
systems,23,3076
geometry,12,2536
ceramics,38,1631
greatbooks,47,1909
ceramics,54,977
ethics,77,3014
ethics,53,2628
ethics,66,249
european cinema,32,1528
bio,75,711
ceramics,100,684
bio,15,999
geometry,67,1107
ceramics,6,1739
orgo,25,2892
softdev,92,195
greatbooks,15,613
orgo,43,3280
greatbooks,36,350
orgo,24,111
european cinema,72,1997
european cinema,49,1829
greatbooks,88,251
ceramics,87,3283
geometry,55,1062
european cinema,44,1384
systems,24,203
geometry,99,566
greatbooks,70,2740
systems,54,1223
systems,13,689
ai,32,279
european cinema,16,903
softdev,19,2638
orgo,59,1711
orgo,35,438
geometry,70,1512
greatbooks,30,2796
systems,96,1657
ceramics,2,1136
european cinema,50,2840
softdev,10,2753
systems,10,1038
ceramics,71,466
softdev,7,93
ai,40,119
geometry,75,206
ai,47,1984
bio,77,2744
greatbooks,72,2843
ethics,92,2295
systems,2,2884
ai,73,2037
softdev,39,856
greatbooks,34,1248
softdev,13,3178
softdev,77,1111
ai,40,766
bio,91,1167
european cinema,23,2015
softdev,34,2132
european cinema,68,1294
systems,50,2546
greatbooks,25,2468
systems,80,2361
softdev,72,2173
ai,19,275
european cinema,66,2538
ethics,77,1831
bio,85,2831
ai,62,1771
geometry,31,2002
systems,84,2234
softdev,27,152
ceramics,10,2650
bio,15,1799
greatbooks,87,1805
ai,62,2876
ai,51,1766
ceramics,5,192
greatbooks,18,407
ceramics,21,2595
softdev,6,643
ceramics,51,3020
bio,19,590
ceramics,11,2063
ceramics,13,178
softdev,55,3135
ceramics,93,1724
european cinema,22,241
european cinema,66,2660
ai,40,628
ai,37,74
ceramics,38,656
greatbooks,75,2001
systems,13,1603
ethics,9,2894
ceramics,91,1708
geometry,37,2010
orgo,79,2937
ethics,34,855
ai,50,389
orgo,90,184
systems,75,2329
orgo,67,1573
geometry,75,2447
bio,51,2672
orgo,67,431
european cinema,44,2185
bio,20,49
orgo,92,2339
systems,5,1466
greatbooks,78,603
european cinema,26,2570
ceramics,47,1433
ceramics,22,610
geometry,9,2452
european cinema,37,1323
ceramics,65,1131
european cinema,92,1894
greatbooks,25,647
softdev,85,1492
ethics,15,47
systems,81,2214
european cinema,97,3284
european cinema,12,216
softdev,75,397
geometry,66,1108
ethics,33,1375
european cinema,68,1163
european cinema,66,698
geometry,9,1393
orgo,95,318
ai,100,203
bio,56,308
greatbooks,34,1939
systems,26,596
systems,99,1175
systems,1,3160
orgo,53,3115
orgo,86,3075
ethics,70,280
geometry,61,1958
greatbooks,52,364
softdev,90,2781
ethics,52,1810
softdev,63,1900
orgo,97,1275
ethics,70,689
ai,74,881
european cinema,74,1221
softdev,43,796
ethics,96,1466
softdev,44,122
orgo,9,1042
systems,68,2760
european cinema,10,699
systems,58,1083
european cinema,41,2899
ethics,69,2242
greatbooks,100,2669
systems,86,2431
geometry,55,3227
european cinema,76,2283
systems,75,1442
ceramics,73,182
ceramics,93,568
softdev,82,1268
geometry,51,2114
european cinema,44,1345
european cinema,41,393
ai,48,2216
ethics,38,418
softdev,43,2302
systems,48,1764
softdev,17,596
softdev,41,2612
ai,48,1123
orgo,53,569
greatbooks,72,2501
european cinema,3,871
bio,75,1663
softdev,31,2543
softdev,58,650
geometry,15,1744
systems,73,3290
greatbooks,64,3277
ethics,84,806
geometry,52,1122
ethics,1,2787
bio,6,1148
bio,73,3193
greatbooks,0,332
softdev,39,1671
european cinema,27,3051
ethics,80,2137
orgo,31,1413
geometry,3,2924
ai,63,3173
orgo,93,1481
bio,76,482
greatbooks,19,2400
european cinema,18,1210
softdev,31,2150
ai,99,2893
geometry,10,1520
greatbooks,18,594
ethics,87,2965
ethics,54,2442
orgo,54,3226
geometry,90,458
greatbooks,78,877
geometry,98,2643
orgo,18,2986
ethics,87,1311
greatbooks,56,830
ethics,16,1084
systems,54,2696
geometry,14,1661
ethics,34,973
european cinema,54,172
ai,80,2416
ceramics,0,2879
ai,84,2090
ai,42,1029
ceramics,88,2688
greatbooks,97,1275
european cinema,59,2650
geometry,85,625
ceramics,13,2851
systems,85,863
ethics,79,317
european cinema,52,990
bio,74,2612
bio,85,2111
softdev,89,2492
ceramics,98,1440
greatbooks,42,1678
orgo,7,2527
softdev,90,2644
ethics,22,1175
ethics,91,2669
greatbooks,96,2753
ceramics,68,1737
ceramics,4,3228
geometry,25,2724
bio,36,471
greatbooks,73,1077
orgo,20,1207
ethics,25,1551
geometry,25,1024
greatbooks,68,932
european cinema,6,215
orgo,80,1529
bio,87,358
greatbooks,60,2984
systems,40,191
greatbooks,0,704
orgo,81,2795
bio,3,1577
orgo,96,2000
greatbooks,77,1074
systems,36,83
ethics,7,3287
european cinema,35,610
orgo,97,981
systems,47,2006
orgo,40,701
ethics,97,2061
european cinema,7,14
european cinema,69,640
ceramics,17,575
ai,56,456
greatbooks,54,1228
bio,85,713
geometry,91,1200
bio,23,481
systems,75,684
geometry,72,1606
ceramics,90,413
orgo,97,2543
softdev,20,3284
bio,36,2411
systems,47,699
bio,39,3094
softdev,26,557
ethics,75,1045
ethics,28,929
greatbooks,93,2111
european cinema,51,439
bio,11,1604
geometry,89,2937
bio,45,297
ceramics,12,1408
bio,66,439
ai,96,566
ai,37,2231
ethics,32,68
orgo,90,1682
ceramics,30,2441
ai,72,3181
ceramics,14,2633
ethics,39,933
systems,47,584
bio,43,2856
ethics,94,1528
european cinema,84,2433
bio,29,307
ai,99,532
geometry,73,741
ai,44,2950
european cinema,40,1637
ai,28,919
ceramics,52,2983
geometry,31,467
systems,18,3183
orgo,10,2094
orgo,57,2817
ai,94,1163
ethics,36,1246
bio,51,2221
orgo,55,1592
ethics,59,1492
ceramics,83,433
ai,65,396
geometry,54,2279
european cinema,75,1958
greatbooks,73,440
softdev,25,124
ceramics,61,2829
ceramics,6,757
ceramics,8,159
orgo,97,473
ai,93,436
ceramics,69,2343
orgo,95,2851
ceramics,32,2455
bio,94,2269
european cinema,58,1566
orgo,44,2183
ethics,91,2499
softdev,88,240
european cinema,11,2335
softdev,34,3263
greatbooks,36,2938
geometry,38,1025
european cinema,28,1948
ethics,5,2727
systems,34,1779
ai,29,464
orgo,61,1548
greatbooks,82,771
softdev,91,2124
softdev,13,1024
european cinema,96,274
orgo,0,74
ai,63,1505
european cinema,68,1155
orgo,42,906
ethics,48,1264
ai,5,1861
ceramics,51,1050
ethics,63,1308
european cinema,35,2058
geometry,79,671
orgo,72,124
softdev,81,2444
greatbooks,70,2972
greatbooks,50,643
ceramics,77,814
bio,75,2933
greatbooks,83,466
bio,43,234
systems,3,1619
ethics,3,1724
ceramics,24,531
ceramics,56,2697
ai,53,278
orgo,90,1446
ai,95,2497
ai,77,1137
ethics,62,1048
ai,16,2668
bio,68,1788
orgo,8,740
ceramics,96,2394
greatbooks,16,531
orgo,7,2676
european cinema,3,2731
systems,37,2977
softdev,39,2110
bio,31,284
softdev,64,2271
ceramics,68,1603
bio,97,1323
ceramics,78,943
geometry,85,232
ethics,16,264
